timestamp,localized,red,ir,max_dietemp
1684198543997,2023-05-15T17:55:43.997(UTC-07:00),30483,42872
1684198544001,2023-05-15T17:55:44.001(UTC-07:00),30485,42879,
1684198544005,2023-05-15T17:55:44.005(UTC-07:00),30487,42885,
1684198544010,2023-05-15T17:55:44.010(UTC-07:00),30489,42891,
1684198544014,2023-05-15T17:55:44.014(UTC-07:00),30491,42896,
1684198544018,2023-05-15T17:55:44.018(UTC-07:00),30492,42899,
1684198544022,2023-05-15T17:55:44.022(UTC-07:00),30492,42901,
1684198544027,2023-05-15T17:55:44.027(UTC-07:00),30492,42902,
1684198544031,2023-05-15T17:55:44.031(UTC-07:00),30490,42901,
1684198544035,2023-05-15T17:55:44.035(UTC-07:00),30488,42899,
1684198544040,2023-05-15T17:55:44.040(UTC-07:00),30485,42894,
1684198544044,2023-05-15T17:55:44.044(UTC-07:00),30483,42890,
1684198544048,2023-05-15T17:55:44.048(UTC-07:00),30481,42886,
1684198544052,2023-05-15T17:55:44.052(UTC-07:00),30480,42884,
1684198544057,2023-05-15T17:55:44.057(UTC-07:00),30480,42884,
1684198544061,2023-05-15T17:55:44.061(UTC-07:00),30481,42886,
1684198544065,2023-05-15T17:55:44.065(UTC-07:00),30481,42889,
1684198544070,2023-05-15T17:55:44.070(UTC-07:00),30482,42890,
1684198544074,2023-05-15T17:55:44.074(UTC-07:00),30482,42890,
1684198544078,2023-05-15T17:55:44.078(UTC-07:00),30481,42889,
1684198544082,2023-05-15T17:55:44.082(UTC-07:00),30481,42886,
1684198544087,2023-05-15T17:55:44.087(UTC-07:00),30480,42881,
1684198544091,2023-05-15T17:55:44.091(UTC-07:00),30478,42876,
1684198544095,2023-05-15T17:55:44.095(UTC-07:00),30476,42871,
1684198544100,2023-05-15T17:55:44.100(UTC-07:00),30474,42867,
1684198544104,2023-05-15T17:55:44.104(UTC-07:00),30472,42864,
1684198544108,2023-05-15T17:55:44.108(UTC-07:00),30471,42861,
1684198544112,2023-05-15T17:55:44.112(UTC-07:00),30470,42860,
1684198544117,2023-05-15T17:55:44.117(UTC-07:00),30470,42859,
1684198544121,2023-05-15T17:55:44.121(UTC-07:00),30469,42858,
1684198544125,2023-05-15T17:55:44.125(UTC-07:00),30469,42859,
1684198544130,2023-05-15T17:55:44.130(UTC-07:00),30468,42860,35
1684198544150,2023-05-15T17:55:44.150(UTC-07:00),30468,42861
1684198544170,2023-05-15T17:55:44.170(UTC-07:00),30468,42863,
1684198544190,2023-05-15T17:55:44.190(UTC-07:00),30468,42864,
1684198544210,2023-05-15T17:55:44.210(UTC-07:00),30468,42864,
1684198544230,2023-05-15T17:55:44.230(UTC-07:00),30468,42863,
1684198544250,2023-05-15T17:55:44.250(UTC-07:00),30467,42861,
1684198544270,2023-05-15T17:55:44.270(UTC-07:00),30467,42860,
1684198544291,2023-05-15T17:55:44.291(UTC-07:00),30466,42859,
1684198544311,2023-05-15T17:55:44.311(UTC-07:00),30466,42860,
1684198544331,2023-05-15T17:55:44.331(UTC-07:00),30467,42863,
1684198544351,2023-05-15T17:55:44.351(UTC-07:00),30467,42866,
1684198544371,2023-05-15T17:55:44.371(UTC-07:00),30468,42870,
1684198544391,2023-05-15T17:55:44.391(UTC-07:00),30470,42874,
1684198544411,2023-05-15T17:55:44.411(UTC-07:00),30471,42878,
1684198544431,2023-05-15T17:55:44.431(UTC-07:00),30473,42882,
1684198544452,2023-05-15T17:55:44.452(UTC-07:00),30474,42886,
1684198544472,2023-05-15T17:55:44.472(UTC-07:00),30476,42891,
1684198544492,2023-05-15T17:55:44.492(UTC-07:00),30477,42895,
1684198544512,2023-05-15T17:55:44.512(UTC-07:00),30478,42899,
1684198544532,2023-05-15T17:55:44.532(UTC-07:00),30479,42902,
1684198544552,2023-05-15T17:55:44.552(UTC-07:00),30480,42904,
1684198544572,2023-05-15T17:55:44.572(UTC-07:00),30480,42906,
1684198544592,2023-05-15T17:55:44.592(UTC-07:00),30481,42907,
1684198544613,2023-05-15T17:55:44.613(UTC-07:00),30481,42909,
1684198544633,2023-05-15T17:55:44.633(UTC-07:00),30481,42911,
1684198544653,2023-05-15T17:55:44.653(UTC-07:00),30481,42912,
1684198544673,2023-05-15T17:55:44.673(UTC-07:00),30481,42912,
1684198544693,2023-05-15T17:55:44.693(UTC-07:00),30480,42909,
1684198544713,2023-05-15T17:55:44.713(UTC-07:00),30478,42905,
1684198544733,2023-05-15T17:55:44.733(UTC-07:00),30476,42898,
1684198544753,2023-05-15T17:55:44.753(UTC-07:00),30473,42890,
1684198544774,2023-05-15T17:55:44.774(UTC-07:00),30469,42881,35
1684198544796,2023-05-15T17:55:44.796(UTC-07:00),30466,42873
1684198544819,2023-05-15T17:55:44.819(UTC-07:00),30464,42866,
1684198544841,2023-05-15T17:55:44.841(UTC-07:00),30462,42861,
1684198544864,2023-05-15T17:55:44.864(UTC-07:00),30460,42858,
1684198544886,2023-05-15T17:55:44.886(UTC-07:00),30459,42855,
1684198544909,2023-05-15T17:55:44.909(UTC-07:00),30458,42853,
1684198544931,2023-05-15T17:55:44.931(UTC-07:00),30458,42851,
1684198544954,2023-05-15T17:55:44.954(UTC-07:00),30458,42851,
1684198544976,2023-05-15T17:55:44.976(UTC-07:00),30458,42851,
1684198544999,2023-05-15T17:55:44.999(UTC-07:00),30457,42852,
1684198545021,2023-05-15T17:55:45.021(UTC-07:00),30457,42853,
1684198545044,2023-05-15T17:55:45.044(UTC-07:00),30456,42854,
1684198545066,2023-05-15T17:55:45.066(UTC-07:00),30455,42854,
1684198545089,2023-05-15T17:55:45.089(UTC-07:00),30455,42854,
1684198545111,2023-05-15T17:55:45.111(UTC-07:00),30455,42854,
1684198545134,2023-05-15T17:55:45.134(UTC-07:00),30456,42855,
1684198545157,2023-05-15T17:55:45.157(UTC-07:00),30458,42856,
1684198545179,2023-05-15T17:55:45.179(UTC-07:00),30459,42858,
1684198545202,2023-05-15T17:55:45.202(UTC-07:00),30460,42861,
1684198545224,2023-05-15T17:55:45.224(UTC-07:00),30461,42864,
1684198545247,2023-05-15T17:55:45.247(UTC-07:00),30461,42866,
1684198545269,2023-05-15T17:55:45.269(UTC-07:00),30461,42868,
1684198545292,2023-05-15T17:55:45.292(UTC-07:00),30462,42871,
1684198545314,2023-05-15T17:55:45.314(UTC-07:00),30462,42874,
1684198545337,2023-05-15T17:55:45.337(UTC-07:00),30463,42877,
1684198545359,2023-05-15T17:55:45.359(UTC-07:00),30465,42880,
1684198545382,2023-05-15T17:55:45.382(UTC-07:00),30466,42884,
1684198545404,2023-05-15T17:55:45.404(UTC-07:00),30468,42887,
1684198545427,2023-05-15T17:55:45.427(UTC-07:00),30469,42891,
1684198545449,2023-05-15T17:55:45.449(UTC-07:00),30470,42894,
1684198545472,2023-05-15T17:55:45.472(UTC-07:00),30471,42896,
1684198545495,2023-05-15T17:55:45.495(UTC-07:00),30471,42898,35
1684198545513,2023-05-15T17:55:45.513(UTC-07:00),30471,42899
1684198545532,2023-05-15T17:55:45.532(UTC-07:00),30471,42898,
1684198545551,2023-05-15T17:55:45.551(UTC-07:00),30470,42896,
1684198545570,2023-05-15T17:55:45.570(UTC-07:00),30468,42892,
1684198545588,2023-05-15T17:55:45.588(UTC-07:00),30465,42885,
1684198545607,2023-05-15T17:55:45.607(UTC-07:00),30462,42877,
1684198545626,2023-05-15T17:55:45.626(UTC-07:00),30459,42868,
1684198545645,2023-05-15T17:55:45.645(UTC-07:00),30456,42859,
1684198545663,2023-05-15T17:55:45.663(UTC-07:00),30454,42853,
1684198545682,2023-05-15T17:55:45.682(UTC-07:00),30453,42848,
1684198545701,2023-05-15T17:55:45.701(UTC-07:00),30453,42844,
1684198545720,2023-05-15T17:55:45.720(UTC-07:00),30452,42842,
1684198545738,2023-05-15T17:55:45.738(UTC-07:00),30452,42841,
1684198545757,2023-05-15T17:55:45.757(UTC-07:00),30452,42840,
1684198545776,2023-05-15T17:55:45.776(UTC-07:00),30452,42841,
1684198545795,2023-05-15T17:55:45.795(UTC-07:00),30452,42842,
1684198545813,2023-05-15T17:55:45.813(UTC-07:00),30452,42843,
1684198545832,2023-05-15T17:55:45.832(UTC-07:00),30453,42844,
1684198545851,2023-05-15T17:55:45.851(UTC-07:00),30452,42844,
1684198545870,2023-05-15T17:55:45.870(UTC-07:00),30452,42844,
1684198545888,2023-05-15T17:55:45.888(UTC-07:00),30452,42842,
1684198545907,2023-05-15T17:55:45.907(UTC-07:00),30452,42841,
1684198545926,2023-05-15T17:55:45.926(UTC-07:00),30452,42840,
1684198545945,2023-05-15T17:55:45.945(UTC-07:00),30452,42840,
1684198545963,2023-05-15T17:55:45.963(UTC-07:00),30453,42841,
1684198545982,2023-05-15T17:55:45.982(UTC-07:00),30453,42842,
1684198546001,2023-05-15T17:55:46.001(UTC-07:00),30454,42845,
1684198546020,2023-05-15T17:55:46.020(UTC-07:00),30455,42848,
1684198546038,2023-05-15T17:55:46.038(UTC-07:00),30455,42851,
1684198546057,2023-05-15T17:55:46.057(UTC-07:00),30456,42855,
1684198546076,2023-05-15T17:55:46.076(UTC-07:00),30458,42858,
1684198546095,2023-05-15T17:55:46.095(UTC-07:00),30460,42861,35
1684198546114,2023-05-15T17:55:46.114(UTC-07:00),30461,42864
1684198546133,2023-05-15T17:55:46.133(UTC-07:00),30462,42867,
1684198546152,2023-05-15T17:55:46.152(UTC-07:00),30462,42870,
1684198546171,2023-05-15T17:55:46.171(UTC-07:00),30463,42872,
1684198546190,2023-05-15T17:55:46.190(UTC-07:00),30463,42874,
1684198546210,2023-05-15T17:55:46.210(UTC-07:00),30464,42876,
1684198546229,2023-05-15T17:55:46.229(UTC-07:00),30464,42878,
1684198546248,2023-05-15T17:55:46.248(UTC-07:00),30466,42881,
1684198546267,2023-05-15T17:55:46.267(UTC-07:00),30467,42884,
1684198546286,2023-05-15T17:55:46.286(UTC-07:00),30467,42887,
1684198546306,2023-05-15T17:55:46.306(UTC-07:00),30467,42887,
1684198546325,2023-05-15T17:55:46.325(UTC-07:00),30467,42885,
1684198546344,2023-05-15T17:55:46.344(UTC-07:00),30465,42880,
1684198546363,2023-05-15T17:55:46.363(UTC-07:00),30463,42872,
1684198546382,2023-05-15T17:55:46.382(UTC-07:00),30460,42863,
1684198546402,2023-05-15T17:55:46.402(UTC-07:00),30457,42854,
1684198546421,2023-05-15T17:55:46.421(UTC-07:00),30454,42846,
1684198546440,2023-05-15T17:55:46.440(UTC-07:00),30452,42839,
1684198546459,2023-05-15T17:55:46.459(UTC-07:00),30450,42834,
1684198546478,2023-05-15T17:55:46.478(UTC-07:00),30449,42831,
1684198546497,2023-05-15T17:55:46.497(UTC-07:00),30449,42829,
1684198546517,2023-05-15T17:55:46.517(UTC-07:00),30449,42829,
1684198546536,2023-05-15T17:55:46.536(UTC-07:00),30450,42829,
1684198546555,2023-05-15T17:55:46.555(UTC-07:00),30450,42831,
1684198546574,2023-05-15T17:55:46.574(UTC-07:00),30451,42832,
1684198546593,2023-05-15T17:55:46.593(UTC-07:00),30451,42834,
1684198546613,2023-05-15T17:55:46.613(UTC-07:00),30452,42835,
1684198546632,2023-05-15T17:55:46.632(UTC-07:00),30453,42836,
1684198546651,2023-05-15T17:55:46.651(UTC-07:00),30453,42836,
1684198546670,2023-05-15T17:55:46.670(UTC-07:00),30454,42836,
1684198546689,2023-05-15T17:55:46.689(UTC-07:00),30455,42837,
1684198546709,2023-05-15T17:55:46.709(UTC-07:00),30455,42837,35
1684198546728,2023-05-15T17:55:46.728(UTC-07:00),30455,42839
1684198546748,2023-05-15T17:55:46.748(UTC-07:00),30456,42842,
1684198546768,2023-05-15T17:55:46.768(UTC-07:00),30457,42845,
1684198546787,2023-05-15T17:55:46.787(UTC-07:00),30459,42849,
1684198546807,2023-05-15T17:55:46.807(UTC-07:00),30461,42853,
1684198546827,2023-05-15T17:55:46.827(UTC-07:00),30463,42856,
1684198546846,2023-05-15T17:55:46.846(UTC-07:00),30464,42859,
1684198546866,2023-05-15T17:55:46.866(UTC-07:00),30465,42862,
1684198546886,2023-05-15T17:55:46.886(UTC-07:00),30465,42865,
1684198546905,2023-05-15T17:55:46.905(UTC-07:00),30465,42868,
1684198546925,2023-05-15T17:55:46.925(UTC-07:00),30465,42871,
1684198546945,2023-05-15T17:55:46.945(UTC-07:00),30466,42873,
1684198546964,2023-05-15T17:55:46.964(UTC-07:00),30467,42875,
1684198546984,2023-05-15T17:55:46.984(UTC-07:00),30469,42878,
1684198547004,2023-05-15T17:55:47.004(UTC-07:00),30470,42882,
1684198547024,2023-05-15T17:55:47.024(UTC-07:00),30472,42887,
1684198547043,2023-05-15T17:55:47.043(UTC-07:00),30474,42892,
1684198547063,2023-05-15T17:55:47.063(UTC-07:00),30476,42897,
1684198547083,2023-05-15T17:55:47.083(UTC-07:00),30478,42902,
1684198547102,2023-05-15T17:55:47.102(UTC-07:00),30479,42905,
1684198547122,2023-05-15T17:55:47.122(UTC-07:00),30479,42905,
1684198547142,2023-05-15T17:55:47.142(UTC-07:00),30479,42904,
1684198547161,2023-05-15T17:55:47.161(UTC-07:00),30477,42899,
1684198547181,2023-05-15T17:55:47.181(UTC-07:00),30475,42893,
1684198547201,2023-05-15T17:55:47.201(UTC-07:00),30472,42886,
1684198547220,2023-05-15T17:55:47.220(UTC-07:00),30470,42878,
1684198547240,2023-05-15T17:55:47.240(UTC-07:00),30467,42871,
1684198547260,2023-05-15T17:55:47.260(UTC-07:00),30464,42865,
1684198547279,2023-05-15T17:55:47.279(UTC-07:00),30461,42860,
1684198547299,2023-05-15T17:55:47.299(UTC-07:00),30459,42855,
1684198547319,2023-05-15T17:55:47.319(UTC-07:00),30458,42852,
1684198547339,2023-05-15T17:55:47.339(UTC-07:00),30458,42850,35
1684198547359,2023-05-15T17:55:47.359(UTC-07:00),30458,42849
1684198547380,2023-05-15T17:55:47.380(UTC-07:00),30458,42849,
1684198547400,2023-05-15T17:55:47.400(UTC-07:00),30458,42850,
1684198547421,2023-05-15T17:55:47.421(UTC-07:00),30458,42851,
1684198547442,2023-05-15T17:55:47.442(UTC-07:00),30458,42851,
1684198547462,2023-05-15T17:55:47.462(UTC-07:00),30457,42851,
1684198547483,2023-05-15T17:55:47.483(UTC-07:00),30457,42849,
1684198547504,2023-05-15T17:55:47.504(UTC-07:00),30457,42849,
1684198547524,2023-05-15T17:55:47.524(UTC-07:00),30457,42848,
1684198547545,2023-05-15T17:55:47.545(UTC-07:00),30457,42849,
1684198547566,2023-05-15T17:55:47.566(UTC-07:00),30457,42849,
1684198547586,2023-05-15T17:55:47.586(UTC-07:00),30456,42850,
1684198547607,2023-05-15T17:55:47.607(UTC-07:00),30455,42851,
1684198547628,2023-05-15T17:55:47.628(UTC-07:00),30455,42852,
1684198547648,2023-05-15T17:55:47.648(UTC-07:00),30456,42853,
1684198547669,2023-05-15T17:55:47.669(UTC-07:00),30457,42856,
1684198547690,2023-05-15T17:55:47.690(UTC-07:00),30458,42859,
1684198547710,2023-05-15T17:55:47.710(UTC-07:00),30460,42862,
1684198547731,2023-05-15T17:55:47.731(UTC-07:00),30462,42866,
1684198547752,2023-05-15T17:55:47.752(UTC-07:00),30463,42870,
1684198547772,2023-05-15T17:55:47.772(UTC-07:00),30464,42874,
1684198547793,2023-05-15T17:55:47.793(UTC-07:00),30465,42878,
1684198547814,2023-05-15T17:55:47.814(UTC-07:00),30466,42882,
1684198547834,2023-05-15T17:55:47.834(UTC-07:00),30467,42886,
1684198547855,2023-05-15T17:55:47.855(UTC-07:00),30468,42889,
1684198547876,2023-05-15T17:55:47.876(UTC-07:00),30469,42892,
1684198547896,2023-05-15T17:55:47.896(UTC-07:00),30470,42895,
1684198547917,2023-05-15T17:55:47.917(UTC-07:00),30471,42897,
1684198547938,2023-05-15T17:55:47.938(UTC-07:00),30472,42900,
1684198547958,2023-05-15T17:55:47.958(UTC-07:00),30473,42902,
1684198547979,2023-05-15T17:55:47.979(UTC-07:00),30473,42904,
1684198548000,2023-05-15T17:55:48.000(UTC-07:00),30473,42904,35
1684198548021,2023-05-15T17:55:48.021(UTC-07:00),30472,42901
1684198548043,2023-05-15T17:55:48.043(UTC-07:00),30471,42896,
1684198548064,2023-05-15T17:55:48.064(UTC-07:00),30468,42888,
1684198548086,2023-05-15T17:55:48.086(UTC-07:00),30465,42880,
1684198548107,2023-05-15T17:55:48.107(UTC-07:00),30462,42871,
1684198548129,2023-05-15T17:55:48.129(UTC-07:00),30460,42864,
1684198548150,2023-05-15T17:55:48.150(UTC-07:00),30457,42858,
1684198548172,2023-05-15T17:55:48.172(UTC-07:00),30456,42853,
1684198548194,2023-05-15T17:55:48.194(UTC-07:00),30455,42851,
1684198548215,2023-05-15T17:55:48.215(UTC-07:00),30455,42849,
1684198548237,2023-05-15T17:55:48.237(UTC-07:00),30454,42848,
1684198548258,2023-05-15T17:55:48.258(UTC-07:00),30454,42848,
1684198548280,2023-05-15T17:55:48.280(UTC-07:00),30455,42847,
1684198548301,2023-05-15T17:55:48.301(UTC-07:00),30454,42847,
1684198548323,2023-05-15T17:55:48.323(UTC-07:00),30454,42847,
1684198548345,2023-05-15T17:55:48.345(UTC-07:00),30453,42846,
1684198548366,2023-05-15T17:55:48.366(UTC-07:00),30453,42846,
1684198548388,2023-05-15T17:55:48.388(UTC-07:00),30453,42846,
1684198548409,2023-05-15T17:55:48.409(UTC-07:00),30453,42847,
1684198548431,2023-05-15T17:55:48.431(UTC-07:00),30453,42847,
1684198548452,2023-05-15T17:55:48.452(UTC-07:00),30454,42849,
1684198548474,2023-05-15T17:55:48.474(UTC-07:00),30453,42850,
1684198548495,2023-05-15T17:55:48.495(UTC-07:00),30453,42851,
1684198548517,2023-05-15T17:55:48.517(UTC-07:00),30453,42852,
1684198548539,2023-05-15T17:55:48.539(UTC-07:00),30453,42853,
1684198548560,2023-05-15T17:55:48.560(UTC-07:00),30454,42854,
1684198548582,2023-05-15T17:55:48.582(UTC-07:00),30454,42856,
1684198548603,2023-05-15T17:55:48.603(UTC-07:00),30455,42859,
1684198548625,2023-05-15T17:55:48.625(UTC-07:00),30456,42862,
1684198548646,2023-05-15T17:55:48.646(UTC-07:00),30458,42865,
1684198548668,2023-05-15T17:55:48.668(UTC-07:00),30459,42869,
1684198548690,2023-05-15T17:55:48.690(UTC-07:00),30461,42874,35
1684198548708,2023-05-15T17:55:48.708(UTC-07:00),30462,42878
1684198548727,2023-05-15T17:55:48.727(UTC-07:00),30463,42883,
1684198548746,2023-05-15T17:55:48.746(UTC-07:00),30465,42887,
1684198548765,2023-05-15T17:55:48.765(UTC-07:00),30466,42891,
1684198548783,2023-05-15T17:55:48.783(UTC-07:00),30468,42894,
1684198548802,2023-05-15T17:55:48.802(UTC-07:00),30469,42897,
1684198548821,2023-05-15T17:55:48.821(UTC-07:00),30470,42900,
1684198548840,2023-05-15T17:55:48.840(UTC-07:00),30471,42904,
1684198548858,2023-05-15T17:55:48.858(UTC-07:00),30472,42907,
1684198548877,2023-05-15T17:55:48.877(UTC-07:00),30472,42909,
1684198548896,2023-05-15T17:55:48.896(UTC-07:00),30473,42910,
1684198548915,2023-05-15T17:55:48.915(UTC-07:00),30472,42908,
1684198548933,2023-05-15T17:55:48.933(UTC-07:00),30471,42904,
1684198548952,2023-05-15T17:55:48.952(UTC-07:00),30469,42898,
1684198548971,2023-05-15T17:55:48.971(UTC-07:00),30467,42890,
1684198548990,2023-05-15T17:55:48.990(UTC-07:00),30464,42882,
1684198549008,2023-05-15T17:55:49.008(UTC-07:00),30462,42874,
1684198549027,2023-05-15T17:55:49.027(UTC-07:00),30459,42868,
1684198549046,2023-05-15T17:55:49.046(UTC-07:00),30457,42862,
1684198549065,2023-05-15T17:55:49.065(UTC-07:00),30456,42859,
1684198549083,2023-05-15T17:55:49.083(UTC-07:00),30454,42856,
1684198549102,2023-05-15T17:55:49.102(UTC-07:00),30453,42854,
1684198549121,2023-05-15T17:55:49.121(UTC-07:00),30453,42853,
1684198549140,2023-05-15T17:55:49.140(UTC-07:00),30453,42852,
1684198549158,2023-05-15T17:55:49.158(UTC-07:00),30453,42853,
1684198549177,2023-05-15T17:55:49.177(UTC-07:00),30453,42853,
1684198549196,2023-05-15T17:55:49.196(UTC-07:00),30453,42853,
1684198549215,2023-05-15T17:55:49.215(UTC-07:00),30453,42853,
1684198549233,2023-05-15T17:55:49.233(UTC-07:00),30452,42853,
1684198549252,2023-05-15T17:55:49.252(UTC-07:00),30452,42853,
1684198549271,2023-05-15T17:55:49.271(UTC-07:00),30452,42853,
1684198549290,2023-05-15T17:55:49.290(UTC-07:00),30452,42853,35
1684198549309,2023-05-15T17:55:49.309(UTC-07:00),30453,42854
1684198549328,2023-05-15T17:55:49.328(UTC-07:00),30453,42855,
1684198549347,2023-05-15T17:55:49.347(UTC-07:00),30454,42856,
1684198549366,2023-05-15T17:55:49.366(UTC-07:00),30454,42857,
1684198549385,2023-05-15T17:55:49.385(UTC-07:00),30455,42858,
1684198549405,2023-05-15T17:55:49.405(UTC-07:00),30456,42860,
1684198549424,2023-05-15T17:55:49.424(UTC-07:00),30457,42861,
1684198549443,2023-05-15T17:55:49.443(UTC-07:00),30457,42863,
1684198549462,2023-05-15T17:55:49.462(UTC-07:00),30458,42866,
1684198549481,2023-05-15T17:55:49.481(UTC-07:00),30458,42870,
1684198549501,2023-05-15T17:55:49.501(UTC-07:00),30459,42873,
1684198549520,2023-05-15T17:55:49.520(UTC-07:00),30460,42877,
1684198549539,2023-05-15T17:55:49.539(UTC-07:00),30462,42880,
1684198549558,2023-05-15T17:55:49.558(UTC-07:00),30463,42883,
1684198549577,2023-05-15T17:55:49.577(UTC-07:00),30465,42886,
1684198549597,2023-05-15T17:55:49.597(UTC-07:00),30466,42889,
1684198549616,2023-05-15T17:55:49.616(UTC-07:00),30467,42893,
1684198549635,2023-05-15T17:55:49.635(UTC-07:00),30468,42896,
1684198549654,2023-05-15T17:55:49.654(UTC-07:00),30469,42900,
1684198549673,2023-05-15T17:55:49.673(UTC-07:00),30470,42904,
1684198549692,2023-05-15T17:55:49.692(UTC-07:00),30471,42907,
1684198549712,2023-05-15T17:55:49.712(UTC-07:00),30472,42909,
1684198549731,2023-05-15T17:55:49.731(UTC-07:00),30473,42910,
1684198549750,2023-05-15T17:55:49.750(UTC-07:00),30473,42909,
1684198549769,2023-05-15T17:55:49.769(UTC-07:00),30472,42906,
1684198549788,2023-05-15T17:55:49.788(UTC-07:00),30471,42902,
1684198549808,2023-05-15T17:55:49.808(UTC-07:00),30468,42895,
1684198549827,2023-05-15T17:55:49.827(UTC-07:00),30466,42888,
1684198549846,2023-05-15T17:55:49.846(UTC-07:00),30463,42880,
1684198549865,2023-05-15T17:55:49.865(UTC-07:00),30461,42873,
1684198549884,2023-05-15T17:55:49.884(UTC-07:00),30459,42867,
1684198549904,2023-05-15T17:55:49.904(UTC-07:00),30458,42862,35
1684198549924,2023-05-15T17:55:49.924(UTC-07:00),30457,42859
1684198549944,2023-05-15T17:55:49.944(UTC-07:00),30456,42856,
1684198549964,2023-05-15T17:55:49.964(UTC-07:00),30456,42854,
1684198549984,2023-05-15T17:55:49.984(UTC-07:00),30455,42853,
1684198550004,2023-05-15T17:55:50.004(UTC-07:00),30455,42851,
1684198550025,2023-05-15T17:55:50.025(UTC-07:00),30454,42850,
1684198550045,2023-05-15T17:55:50.045(UTC-07:00),30453,42849,
1684198550065,2023-05-15T17:55:50.065(UTC-07:00),30453,42848,
1684198550085,2023-05-15T17:55:50.085(UTC-07:00),30453,42849,
1684198550105,2023-05-15T17:55:50.105(UTC-07:00),30453,42850,
1684198550126,2023-05-15T17:55:50.126(UTC-07:00),30453,42851,
1684198550146,2023-05-15T17:55:50.146(UTC-07:00),30452,42851,
1684198550166,2023-05-15T17:55:50.166(UTC-07:00),30451,42851,
1684198550186,2023-05-15T17:55:50.186(UTC-07:00),30451,42850,
1684198550206,2023-05-15T17:55:50.206(UTC-07:00),30451,42851,
1684198550227,2023-05-15T17:55:50.227(UTC-07:00),30452,42852,
1684198550247,2023-05-15T17:55:50.247(UTC-07:00),30453,42855,
1684198550267,2023-05-15T17:55:50.267(UTC-07:00),30454,42857,
1684198550287,2023-05-15T17:55:50.287(UTC-07:00),30455,42860,
1684198550307,2023-05-15T17:55:50.307(UTC-07:00),30456,42863,
1684198550327,2023-05-15T17:55:50.327(UTC-07:00),30457,42866,
1684198550348,2023-05-15T17:55:50.348(UTC-07:00),30458,42869,
1684198550368,2023-05-15T17:55:50.368(UTC-07:00),30460,42873,
1684198550388,2023-05-15T17:55:50.388(UTC-07:00),30461,42876,
1684198550408,2023-05-15T17:55:50.408(UTC-07:00),30463,42880,
1684198550428,2023-05-15T17:55:50.428(UTC-07:00),30464,42883,
1684198550449,2023-05-15T17:55:50.449(UTC-07:00),30465,42887,
1684198550469,2023-05-15T17:55:50.469(UTC-07:00),30466,42890,
1684198550489,2023-05-15T17:55:50.489(UTC-07:00),30467,42894,
1684198550509,2023-05-15T17:55:50.509(UTC-07:00),30469,42898,
1684198550529,2023-05-15T17:55:50.529(UTC-07:00),30470,42903,
1684198550550,2023-05-15T17:55:50.550(UTC-07:00),30472,42908,35
1684198550570,2023-05-15T17:55:50.570(UTC-07:00),30474,42912
1684198550590,2023-05-15T17:55:50.590(UTC-07:00),30475,42915,
1684198550610,2023-05-15T17:55:50.610(UTC-07:00),30475,42917,
1684198550630,2023-05-15T17:55:50.630(UTC-07:00),30474,42917,
1684198550650,2023-05-15T17:55:50.650(UTC-07:00),30474,42915,
1684198550670,2023-05-15T17:55:50.670(UTC-07:00),30473,42911,
1684198550690,2023-05-15T17:55:50.690(UTC-07:00),30472,42906,
1684198550711,2023-05-15T17:55:50.711(UTC-07:00),30470,42899,
1684198550731,2023-05-15T17:55:50.731(UTC-07:00),30468,42892,
1684198550751,2023-05-15T17:55:50.751(UTC-07:00),30465,42886,
1684198550771,2023-05-15T17:55:50.771(UTC-07:00),30462,42879,
1684198550791,2023-05-15T17:55:50.791(UTC-07:00),30460,42873,
1684198550811,2023-05-15T17:55:50.811(UTC-07:00),30458,42868,
1684198550831,2023-05-15T17:55:50.831(UTC-07:00),30457,42864,
1684198550851,2023-05-15T17:55:50.851(UTC-07:00),30456,42860,
1684198550872,2023-05-15T17:55:50.872(UTC-07:00),30455,42858,
1684198550892,2023-05-15T17:55:50.892(UTC-07:00),30454,42856,
1684198550912,2023-05-15T17:55:50.912(UTC-07:00),30453,42855,
1684198550932,2023-05-15T17:55:50.932(UTC-07:00),30452,42855,
1684198550952,2023-05-15T17:55:50.952(UTC-07:00),30452,42855,
1684198550972,2023-05-15T17:55:50.972(UTC-07:00),30453,42855,
1684198550992,2023-05-15T17:55:50.992(UTC-07:00),30453,42854,
1684198551012,2023-05-15T17:55:51.012(UTC-07:00),30454,42854,
1684198551033,2023-05-15T17:55:51.033(UTC-07:00),30454,42853,
1684198551053,2023-05-15T17:55:51.053(UTC-07:00),30454,42854,
1684198551073,2023-05-15T17:55:51.073(UTC-07:00),30453,42854,
1684198551093,2023-05-15T17:55:51.093(UTC-07:00),30453,42855,
1684198551113,2023-05-15T17:55:51.113(UTC-07:00),30453,42856,
1684198551133,2023-05-15T17:55:51.133(UTC-07:00),30454,42858,
1684198551153,2023-05-15T17:55:51.153(UTC-07:00),30456,42862,
1684198551173,2023-05-15T17:55:51.173(UTC-07:00),30458,42866,
1684198551194,2023-05-15T17:55:51.194(UTC-07:00),30459,42869,35
1684198551216,2023-05-15T17:55:51.216(UTC-07:00),30460,42873
1684198551238,2023-05-15T17:55:51.238(UTC-07:00),30461,42876,
1684198551260,2023-05-15T17:55:51.260(UTC-07:00),30462,42879,
1684198551282,2023-05-15T17:55:51.282(UTC-07:00),30463,42882,
